2018-02-05,3
2018-02-06,1
2018-02-07,1
2018-02-08,2
2018-02-20,1
2018-02-22,1
2018-02-26,1
2018-02-27,2
2018-02-28,2
2018-03-06,2
2018-03-07,2
2018-03-08,1
2018-03-12,2
2018-03-19,3
2018-03-20,1
2018-03-21,1
2018-03-26,1
2018-03-28,1
2018-03-29,1
2018-04-16,1
2018-04-18,2
2018-04-23,1
2018-04-24,2
2018-04-26,1
2018-04-30,2
2018-05-08,2
2018-05-10,1
2018-05-14,1
2018-05-15,1
2018-05-21,2
2018-05-22,2
2018-05-24,1
2018-06-04,1
2018-06-07,2
2018-06-11,1
2018-06-14,2
2018-06-18,2
2018-06-19,1
2018-06-21,1
2018-06-25,2
2018-06-27,1
2018-06-28,1
2018-07-02,2
2018-07-03,2
2018-07-04,1
2018-07-05,1
2018-07-12,2
2018-07-17,1
2018-07-18,3
2018-07-19,1
2018-07-23,2
2018-07-24,2
2018-09-04,2
2018-09-10,1
2018-09-12,1
2018-09-13,1
2018-10-09,3
2018-10-11,2
2018-10-16,3
2018-10-18,1
2018-10-22,2
2018-10-25,1
2018-11-01,1
2018-11-05,1
2018-11-06,2
2018-11-12,3
2018-11-19,1
2018-11-20,1
2018-11-21,1
2018-11-27,1
2018-11-28,1
2018-11-29,1
2018-12-11,1
2018-12-12,1
2018-12-18,1
2018-12-20,1
2019-01-07,2
2019-01-08,2
2019-01-14,1
2019-01-22,2
2019-01-23,1
2019-01-24,1
2019-01-28,2
2019-01-30,1
2019-02-04,2
2019-02-05,1
2019-02-07,1
2019-02-11,3
2019-02-13,2
2019-02-18,2
2019-02-19,1
2019-02-20,2
2019-02-25,1
2019-02-27,1
2019-03-04,3
2019-03-06,1
2019-03-07,1
2019-03-11,2
2019-03-18,3
2019-03-19,2
2019-03-20,3
2019-03-21,1
2019-03-22,3
2019-03-26,1
2019-03-28,1
2019-04-04,1
2019-04-08,2
2019-04-09,2
2019-04-10,2
2019-04-11,1
2019-04-23,2
2019-04-24,1
2019-04-25,3
2019-04-29,3
2019-04-30,1
2019-05-02,2
2019-05-07,3
2019-05-08,1
2019-05-09,1
2019-05-15,2
2019-05-16,1
2019-05-20,1
2019-05-21,1
2019-05-23,1
2019-06-04,3
2019-06-05,2
2019-06-10,2
2019-06-11,1
2019-06-13,2
